D:\drivingdata\IMG\center_2019_04_19_13_00_21_224.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_21_224.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_21_224.jpg,0,0,0,6.687754E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_21_292.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_21_292.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_21_292.jpg,0,0,0,2.868212E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_21_368.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_21_368.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_21_368.jpg,0,0,0,3.737611E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_21_446.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_21_446.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_21_446.jpg,0,0,0,2.545364E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_21_514.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_21_514.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_21_514.jpg,0,0,0,1.539173E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_21_581.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_21_581.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_21_581.jpg,0,0,0,5.659957E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_21_657.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_21_657.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_21_657.jpg,0,0,0,5.359845E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_21_727.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_21_727.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_21_727.jpg,0,0,0,8.155404E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_21_807.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_21_807.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_21_807.jpg,0,0,0,3.968573E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_21_881.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_21_881.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_21_881.jpg,0,0,0,1.314887E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_21_957.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_21_957.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_21_957.jpg,0,0,0,2.529653E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_22_034.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_034.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_034.jpg,0,0,0,5.19503E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_22_101.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_101.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_101.jpg,0,0,0,4.624859E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_22_177.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_177.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_177.jpg,0,0,0,1.606678E-06
D:\drivingdata\IMG\center_2019_04_19_13_00_22_250.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_250.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_250.jpg,0,0.05668173,0,0.02015122
D:\drivingdata\IMG\center_2019_04_19_13_00_22_325.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_325.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_325.jpg,0,0.2462972,0,0.1205162
D:\drivingdata\IMG\center_2019_04_19_13_00_22_396.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_396.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_396.jpg,0,0.4941783,0,0.5354961
D:\drivingdata\IMG\center_2019_04_19_13_00_22_467.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_467.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_467.jpg,0,0.670108,0,0.9217988
D:\drivingdata\IMG\center_2019_04_19_13_00_22_537.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_537.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_537.jpg,0,0.9192025,0,1.692795
D:\drivingdata\IMG\center_2019_04_19_13_00_22_609.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_609.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_609.jpg,0,1,0,2.602459
D:\drivingdata\IMG\center_2019_04_19_13_00_22_681.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_681.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_681.jpg,-0.15,1,0,3.299399
D:\drivingdata\IMG\center_2019_04_19_13_00_22_753.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_753.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_753.jpg,-0.35,1,0,4.227687
D:\drivingdata\IMG\center_2019_04_19_13_00_22_825.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_825.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_825.jpg,-0.4631512,1,0,4.908168
D:\drivingdata\IMG\center_2019_04_19_13_00_22_895.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_895.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_895.jpg,-0.215835,1,0,5.837662
D:\drivingdata\IMG\center_2019_04_19_13_00_22_968.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_22_968.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_22_968.jpg,-0.0313122,1,0,6.525235
D:\drivingdata\IMG\center_2019_04_19_13_00_23_039.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_039.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_039.jpg,0,1,0,7.436069
D:\drivingdata\IMG\center_2019_04_19_13_00_23_109.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_109.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_109.jpg,0,1,0,8.116704
D:\drivingdata\IMG\center_2019_04_19_13_00_23_180.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_180.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_180.jpg,0,1,0,9.018209
D:\drivingdata\IMG\center_2019_04_19_13_00_23_250.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_250.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_250.jpg,0,1,0,9.912681
D:\drivingdata\IMG\center_2019_04_19_13_00_23_321.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_321.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_321.jpg,-0.05,1,0,10.57839
D:\drivingdata\IMG\center_2019_04_19_13_00_23_392.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_392.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_392.jpg,-0.25,1,0,11.53927
D:\drivingdata\IMG\center_2019_04_19_13_00_23_463.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_463.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_463.jpg,-0.4,1,0,11.88087
D:\drivingdata\IMG\center_2019_04_19_13_00_23_535.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_535.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_535.jpg,-0.1753717,1,0,12.78249
D:\drivingdata\IMG\center_2019_04_19_13_00_23_605.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_605.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_605.jpg,0,1,0,13.63123
D:\drivingdata\IMG\center_2019_04_19_13_00_23_676.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_676.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_676.jpg,0,1,0,14.52064
D:\drivingdata\IMG\center_2019_04_19_13_00_23_745.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_745.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_745.jpg,0,1,0,14.86933
D:\drivingdata\IMG\center_2019_04_19_13_00_23_820.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_820.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_820.jpg,-0.05,1,0,15.75309
D:\drivingdata\IMG\center_2019_04_19_13_00_23_895.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_895.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_895.jpg,-0.25,1,0,16.59429
D:\drivingdata\IMG\center_2019_04_19_13_00_23_964.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_23_964.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_23_964.jpg,-0.3761642,1,0,17.40288
D:\drivingdata\IMG\center_2019_04_19_13_00_24_042.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_042.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_042.jpg,-0.1143499,1,0,18.21684
D:\drivingdata\IMG\center_2019_04_19_13_00_24_118.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_118.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_118.jpg,0,1,0,19.02161
D:\drivingdata\IMG\center_2019_04_19_13_00_24_188.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_188.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_188.jpg,0,1,0,19.49249
D:\drivingdata\IMG\center_2019_04_19_13_00_24_257.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_257.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_257.jpg,-0.15,1,0,20.31477
D:\drivingdata\IMG\center_2019_04_19_13_00_24_327.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_327.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_327.jpg,-0.3,1,0,20.97772
D:\drivingdata\IMG\center_2019_04_19_13_00_24_400.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_400.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_400.jpg,-0.5038704,1,0,21.66309
D:\drivingdata\IMG\center_2019_04_19_13_00_24_472.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_472.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_472.jpg,-0.2616573,1,0,22.42714
D:\drivingdata\IMG\center_2019_04_19_13_00_24_541.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_541.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_541.jpg,-0.08645282,1,0,22.99331
D:\drivingdata\IMG\center_2019_04_19_13_00_24_610.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_610.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_610.jpg,-0.1632659,1,0,23.77564
D:\drivingdata\IMG\center_2019_04_19_13_00_24_680.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_680.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_680.jpg,-0.3132659,1,0,24.34805
D:\drivingdata\IMG\center_2019_04_19_13_00_24_750.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_750.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_750.jpg,-0.513266,1,0,25.02127
D:\drivingdata\IMG\center_2019_04_19_13_00_24_822.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_822.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_822.jpg,-0.4070598,1,0,25.53594
D:\drivingdata\IMG\center_2019_04_19_13_00_24_895.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_895.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_895.jpg,-0.1901394,1,0,26.30645
D:\drivingdata\IMG\center_2019_04_19_13_00_24_965.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_24_965.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_24_965.jpg,-0.01303035,1,0,26.86993
D:\drivingdata\IMG\center_2019_04_19_13_00_25_037.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_037.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_037.jpg,0,1,0,27.60833
D:\drivingdata\IMG\center_2019_04_19_13_00_25_107.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_107.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_107.jpg,0,1,0,28.16577
D:\drivingdata\IMG\center_2019_04_19_13_00_25_179.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_179.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_179.jpg,-0.2,1,0,28.89594
D:\drivingdata\IMG\center_2019_04_19_13_00_25_249.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_249.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_249.jpg,-0.3532232,1,0,29.39645
D:\drivingdata\IMG\center_2019_04_19_13_00_25_319.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_319.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_319.jpg,-0.1113257,1,0,30.11228
D:\drivingdata\IMG\center_2019_04_19_13_00_25_391.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_391.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_391.jpg,0,1,0,30.18929
D:\drivingdata\IMG\center_2019_04_19_13_00_25_462.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_462.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_462.jpg,0,1,0,30.18991
D:\drivingdata\IMG\center_2019_04_19_13_00_25_536.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_536.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_536.jpg,0,1,0,30.19032
D:\drivingdata\IMG\center_2019_04_19_13_00_25_605.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_605.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_605.jpg,-0.1,1,0,30.18863
D:\drivingdata\IMG\center_2019_04_19_13_00_25_678.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_678.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_678.jpg,-0.3,1,0,30.17055
D:\drivingdata\IMG\center_2019_04_19_13_00_25_751.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_751.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_751.jpg,-0.3578824,1,0,30.17275
D:\drivingdata\IMG\center_2019_04_19_13_00_25_821.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_821.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_821.jpg,-0.1766415,1,0,30.19186
D:\drivingdata\IMG\center_2019_04_19_13_00_25_894.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_894.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_894.jpg,0,1,0,30.1877
D:\drivingdata\IMG\center_2019_04_19_13_00_25_968.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_25_968.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_25_968.jpg,0,1,0,30.18962
D:\drivingdata\IMG\center_2019_04_19_13_00_26_040.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_040.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_040.jpg,0,1,0,30.1898
D:\drivingdata\IMG\center_2019_04_19_13_00_26_110.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_110.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_110.jpg,0,1,0,30.19029
D:\drivingdata\IMG\center_2019_04_19_13_00_26_177.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_177.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_177.jpg,0,1,0,30.19032
D:\drivingdata\IMG\center_2019_04_19_13_00_26_246.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_246.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_246.jpg,0,1,0,30.19072
D:\drivingdata\IMG\center_2019_04_19_13_00_26_315.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_315.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_315.jpg,-0.15,1,0,30.1845
D:\drivingdata\IMG\center_2019_04_19_13_00_26_383.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_383.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_383.jpg,-0.3,1,0,30.16943
D:\drivingdata\IMG\center_2019_04_19_13_00_26_451.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_451.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_451.jpg,-0.0968208,1,0,30.19101
D:\drivingdata\IMG\center_2019_04_19_13_00_26_521.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_521.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_521.jpg,0,1,0,30.18885
D:\drivingdata\IMG\center_2019_04_19_13_00_26_592.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_592.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_592.jpg,0,1,0,30.19006
D:\drivingdata\IMG\center_2019_04_19_13_00_26_662.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_662.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_662.jpg,0,1,0,30.19025
D:\drivingdata\IMG\center_2019_04_19_13_00_26_738.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_738.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_738.jpg,0,1,0,30.19032
D:\drivingdata\IMG\center_2019_04_19_13_00_26_808.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_808.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_808.jpg,0,1,0,30.19024
D:\drivingdata\IMG\center_2019_04_19_13_00_26_878.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_878.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_878.jpg,0,1,0,30.19032
D:\drivingdata\IMG\center_2019_04_19_13_00_26_950.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_26_950.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_26_950.jpg,0,1,0,30.19031
D:\drivingdata\IMG\center_2019_04_19_13_00_27_021.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_27_021.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_27_021.jpg,0,1,0,30.18962
D:\drivingdata\IMG\center_2019_04_19_13_00_27_089.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_27_089.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_27_089.jpg,0,1,0,30.19033
D:\drivingdata\IMG\center_2019_04_19_13_00_27_160.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_27_160.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_27_160.jpg,0,1,0,30.19033
D:\drivingdata\IMG\center_2019_04_19_13_00_27_228.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_27_228.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_27_228.jpg,-0.15,1,0,30.18419
D:\drivingdata\IMG\center_2019_04_19_13_00_27_299.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_27_299.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_27_299.jpg,-0.2068033,1,0,30.18071
D:\drivingdata\IMG\center_2019_04_19_13_00_27_376.jpg,D:\drivingdata\IMG\left_2019_04_19_13_00_27_376.jpg,D:\drivingdata\IMG\right_2019_04_19_13_00_27_376.jpg,0,1,0,30.18896
